Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
283,Kyle Lowry,PG,33,TOR,26,26,38.3,6.2,15.2,0.408,3.2,9,0.353,3,6.2,0.488,0.513,5.4,6.2,0.87,0.5,4.2,4.7,7.5,1.1,0.5,3,3.1,21,996,17.7,0.585,0.595,0.41,1.5,11,6.3,30,1.4,1.1,14.5,23.4,2.2,1.3,3.5,0.169,3.7,-0.3,3.4,1.4
284,Timothé Luwawu-Cabarrot,SG,24,BRK,14,0,17.6,1.6,4.4,0.371,0.7,2.1,0.333,0.9,2.3,0.406,0.452,1,1.4,0.737,0.5,1.6,2.1,0.7,0.4,0.1,1.1,1.9,5,246,5.1,0.497,0.484,0.306,3,9.2,6.2,5.6,1.1,0.3,17.6,14.4,-0.2,0.2,0,0.003,-4.8,-0.9,-5.7,-0.2
285,Trey Lyles,PF,24,SAS,35,25,17.1,1.8,4.4,0.405,0.8,2.4,0.337,1,2,0.486,0.497,0.4,0.6,0.682,1.2,4.7,5.8,1.2,0.3,0.3,0.6,1.3,4.8,598,12.1,0.513,0.542,0.144,7.3,28.5,18,9.3,0.7,1.6,11.4,13.2,0.4,0.5,0.9,0.076,-1.4,0,-1.3,0.1
286,Daryl Macon,SG,24,MIA,4,0,3.5,0.3,0.8,0.333,0.3,0.5,0.5,0,0.3,0,0.5,0,0,,0,0,0,0.3,0,0,0.5,0.3,0.8,14,-2.9,0.5,0.667,0,0,0,0,9.7,0,0,40,15.6,0,0,0,-0.147,-9.4,-5.7,-15.1,0
287,Josh Magette,PG,30,ORL,6,0,2.5,0.5,1.3,0.375,0,0,,0.5,1.3,0.375,0.375,0.2,0.3,0.5,0.2,0.3,0.5,0.3,0.3,0,0.7,0,1.2,15,5.9,0.394,0,0.25,6.8,14.4,10.5,22.6,6.5,0,31.1,37.3,-0.1,0,-0.1,-0.281,-12.8,3,-9.8,0
288,Ian Mahinmi,C,33,WAS,16,13,21.5,2.8,5.3,0.518,0.2,0.8,0.231,2.6,4.5,0.569,0.535,1.9,3.4,0.556,2.3,3.4,5.7,1.2,0.8,1.6,1.4,3,7.6,344,14.8,0.556,0.153,0.635,11.2,17.8,14.3,7.3,1.6,6.5,17.5,15.9,0.3,0.2,0.5,0.073,-1.7,2.2,0.5,0.2
289,Thon Maker,C,22,DET,36,3,11,1.2,2.3,0.512,0.3,0.8,0.37,0.9,1.6,0.579,0.571,1.1,1.7,0.623,0.6,1.3,1.9,0.4,0.3,0.5,0.6,1.4,3.7,397,11.8,0.604,0.321,0.726,6.2,13.5,9.9,5.3,1.3,3.8,17.2,14.5,0.3,0.3,0.6,0.077,-2.1,0.4,-1.7,0
290,Terance Mann,SG,23,LAC,22,5,9.2,1,1.9,0.5,0.1,0.4,0.222,0.9,1.5,0.576,0.524,0.4,0.5,0.8,0.1,1,1.1,1.3,0.3,0.1,0.5,1.2,2.4,203,9.2,0.56,0.214,0.238,1.6,11,6.4,18.1,1.4,1.3,20.5,11.8,0.1,0.2,0.4,0.084,-2.8,0.6,-2.2,0
291,Boban Marjanović,C,31,DAL,18,1,9.4,2.1,3.9,0.543,0,0.2,0,2.1,3.7,0.576,0.543,0.8,1.1,0.7,1.1,3,4.1,0.4,0.1,0.2,0.8,1.6,5,170,17.3,0.571,0.057,0.286,11.9,32.2,22.3,7.4,0.6,1.5,15.1,23.3,0.2,0.2,0.4,0.121,-3.6,-1.6,-5.2,-0.1
292,Lauri Markkanen,PF,22,CHI,37,37,30.3,5.2,12.2,0.423,2.3,6.5,0.35,2.9,5.7,0.505,0.515,2.8,3.4,0.827,1.2,5.5,6.7,1.6,0.9,0.5,1.7,1.9,15.4,1120,15.2,0.562,0.531,0.281,4.1,20,11.7,8.4,1.4,1.7,10.9,21.5,1,1.5,2.5,0.108,-0.2,0,-0.2,0.5
293,Caleb Martin,SF,24,CHO,5,0,6.4,0.6,2,0.3,0,0.6,0,0.6,1.4,0.429,0.3,0.6,1,0.6,0.2,0.8,1,0.6,0.2,0.4,0.6,0.6,1.8,32,5.1,0.369,0.3,0.5,3.3,14.2,8.5,13.7,1.5,5.7,19.7,20.7,-0.1,0,-0.1,-0.113,-9,0.8,-8.2,0
294,Cody Martin,SF,24,CHO,29,0,14.7,1.4,3.4,0.408,0.3,1.3,0.211,1.1,2.1,0.533,0.449,1,1.4,0.69,0.6,2,2.6,1.2,0.8,0.2,0.6,1.5,4,427,10.7,0.502,0.388,0.429,4.2,15.7,9.7,11.6,2.5,1.1,12.7,13.6,0.2,0.3,0.5,0.059,-2.6,0.3,-2.3,0
295,Kelan Martin,SF,24,MIN,17,3,17.4,2.3,6.4,0.358,0.9,3.4,0.263,1.4,3.1,0.462,0.427,0.3,0.3,1,0.3,3.1,3.4,0.5,0.2,0.3,0.4,1.9,5.8,295,6.4,0.441,0.523,0.046,1.7,19,10.1,4.5,0.5,1.4,5.1,16.4,-0.2,0.2,0,0,-5.1,-1.9,-7,-0.4
296,Frank Mason,PG,25,MIL,4,0,4.5,0.3,1.8,0.143,0.3,1,0.25,0,0.8,0,0.214,0.5,1,0.5,0.3,0.3,0.5,1.3,0.3,0,0.3,0.5,1.3,18,6.2,0.285,0.571,0.571,5.8,5.2,5.5,32.5,2.6,0,10.2,22.4,0,0,0,-0.023,-4.3,-2.1,-6.4,0
297,Garrison Mathews,SG,23,WAS,15,0,13.1,1.5,3.3,0.46,1.2,2.8,0.429,0.3,0.5,0.625,0.64,1.9,2.1,0.906,0.4,1.1,1.5,0.7,0.2,0.1,0.5,1.7,6.2,196,14.8,0.726,0.84,0.64,3.2,9.8,6.4,6.7,0.7,0.4,9.8,15,0.6,0,0.6,0.146,3.6,-4.2,-0.6,0.1
298,Wesley Matthews,SG,33,MIL,35,35,24.1,2.6,6.2,0.422,1.6,4.3,0.376,1,2,0.522,0.55,0.9,1.1,0.795,0.2,2.2,2.4,1.4,0.7,0.2,0.7,1.5,7.7,844,9.5,0.576,0.683,0.179,0.9,8.6,4.9,7.1,1.4,0.6,9.3,12.7,0.7,1.2,1.9,0.107,-0.3,0.1,-0.2,0.4
299,Patrick McCaw,SF,24,TOR,16,10,26.9,2.4,5.8,0.424,0.9,2.5,0.35,1.6,3.3,0.481,0.5,0.4,0.5,0.75,0.5,2.1,2.6,1.9,1.3,0.1,1.1,1.8,6.1,430,7.6,0.513,0.435,0.087,2,7.8,4.9,10,2.2,0.2,15.1,11.2,0,0.6,0.6,0.065,-2.3,1.4,-1,0.1
300,CJ McCollum,SG,28,POR,37,37,36.5,8.8,19.4,0.453,2.6,7,0.365,6.2,12.3,0.502,0.519,1.9,2.3,0.802,0.8,3.5,4.3,3.8,0.8,0.6,1.8,2.6,21.9,1350,17,0.539,0.363,0.12,2.2,9.8,6,17.1,1.1,1.5,8.3,25.8,1.7,0.5,2.2,0.08,1.8,-2,-0.2,0.6
301,T.J. McConnell,PG,27,IND,35,0,18.7,3.2,6.2,0.512,0.1,0.3,0.364,3.1,5.9,0.519,0.521,0.5,0.7,0.826,0.5,2.1,2.7,5.3,0.6,0.1,1.4,1.1,7,655,17.4,0.539,0.051,0.106,3.2,12.4,7.8,40.5,1.6,0.7,18,18.5,1.1,0.7,1.8,0.131,-0.4,-0.7,-1.1,0.1
302,Jalen McDaniels,PF,22,CHO,2,0,3.5,1,2.5,0.4,0,0.5,0,1,2,0.5,0.4,0,0,,0.5,0,0.5,0,0,0,0,0,2,7,11.3,0.4,0.2,0,14.9,0,7.8,0,0,0,0,31.1,0,0,0,-0.101,-6.3,-11.5,-17.8,0
303,Doug McDermott,PF,28,IND,37,0,20.8,3.6,7.6,0.468,1.8,4.1,0.453,1.7,3.6,0.485,0.589,0.6,0.7,0.808,0.4,2.2,2.6,1.1,0.1,0.1,0.7,1.8,9.5,770,12.3,0.601,0.532,0.092,2.3,11.4,6.9,7.3,0.3,0.3,7.9,18,1,0.5,1.6,0.098,0.8,-2.3,-1.5,0.1
304,JaVale McGee,C,32,LAL,37,37,16.5,3.1,4.9,0.624,0.1,0.1,0.667,3,4.8,0.624,0.63,0.7,1.1,0.659,1.9,3.9,5.8,0.6,0.5,1.7,0.8,2.4,6.9,611,21.3,0.641,0.017,0.227,13,25.3,19.3,5.6,1.6,9,12.3,15.8,1.4,1.5,2.8,0.224,-0.6,5,4.4,1
305,Rodney McGruder,SG,28,LAC,26,2,16.8,1.4,3.6,0.394,0.7,2.1,0.315,0.8,1.5,0.5,0.484,0.3,0.5,0.5,0.6,2.3,2.8,0.6,0.5,0.2,0.3,1.7,3.8,437,7.2,0.489,0.574,0.149,3.6,13.7,8.7,4.7,1.4,1.2,8.2,10.2,0.1,0.5,0.6,0.069,-2.1,1.1,-1,0.1
306,Alfonzo McKinnie,SF,27,CLE,23,0,11,1,3,0.353,0.3,1.2,0.286,0.7,1.7,0.4,0.412,0.3,0.5,0.636,0.7,1.5,2.1,0.2,0.3,0.1,0.5,1.2,2.7,252,5.9,0.432,0.412,0.162,6.5,14.8,10.7,2.2,1.5,1,13.1,14.2,-0.3,0.1,-0.2,-0.031,-4.9,-1.9,-6.9,-0.3
307,Jordan McLaughlin,PG,23,MIN,6,0,15.7,1.8,5.3,0.344,0.7,2.5,0.267,1.2,2.8,0.412,0.406,0.7,0.7,1,0.2,1.5,1.7,2.7,0.8,0,0.8,1,5,94,10.1,0.444,0.469,0.125,1.1,10.1,5.5,24.5,2.5,0,12.9,17,0,0.1,0.1,0.033,-3.1,-1.6,-4.7,-0.1
308,Ben McLemore,SG,26,HOU,35,8,23.6,3.2,7.9,0.404,2.4,6.8,0.354,0.8,1.1,0.7,0.556,1,1.3,0.8,0.4,2,2.4,0.9,0.7,0.2,0.8,2,9.8,825,11,0.58,0.856,0.162,1.6,8.9,5.3,5.5,1.4,0.8,8.9,16.2,0.9,0.5,1.5,0.087,0.6,-2,-1.4,0.1
309,Jordan McRae,SG,28,WAS,20,2,22.3,4.6,10.4,0.438,1.7,3.7,0.446,2.9,6.7,0.433,0.517,2.3,2.9,0.789,0.5,2.8,3.3,2.8,0.7,0.6,1.3,2.1,13,445,17.2,0.558,0.356,0.274,2.3,14,7.9,18.5,1.5,2.1,9.7,24,0.7,0.1,0.8,0.083,1,-2,-1,0.1
310,Nicolò Melli,C,29,NOP,26,3,14.2,1.7,4.2,0.394,0.9,2.9,0.307,0.8,1.3,0.588,0.5,0.9,1.2,0.767,0.5,1.8,2.3,1,0.5,0.2,0.7,1.7,5.1,370,10.4,0.54,0.688,0.275,3.9,13.8,8.7,9.5,1.8,1.2,12.8,15.7,0.2,0.2,0.4,0.057,-1,-1,-2,0
311,De'Anthony Melton,PG,21,MEM,27,0,16.9,2.6,5.7,0.452,0.6,1.7,0.319,2,4,0.509,0.5,1.8,2,0.891,0.8,3,3.9,2.8,1.3,0.3,1.4,1.9,7.6,457,17.7,0.569,0.303,0.355,5.2,19.1,12.1,22.8,3.6,1.3,17.9,19.9,0.6,0.6,1.2,0.122,0.4,1.7,2.1,0.5
312,Chimezie Metu,PF,22,SAS,11,0,3.7,1.2,2,0.591,0,0,,1.2,2,0.591,0.591,0.4,0.5,0.667,0.7,0.8,1.5,0.3,0.1,0.3,0.1,0.1,2.7,41,35,0.609,0,0.273,20.7,23,21.9,13,1.2,6.2,3.9,26.8,0.2,0,0.2,0.292,4.8,0.6,5.4,0.1
313,Khris Middleton,SF,28,MIL,31,28,28.4,7,14.6,0.476,2.1,5.4,0.389,4.9,9.3,0.526,0.547,2.6,2.9,0.901,0.9,4.7,5.6,3.8,0.9,0.2,2.1,2.3,18.7,880,19.8,0.586,0.368,0.2,3.3,15.7,9.8,20.2,1.5,0.6,11.5,26.2,1.8,1.5,3.2,0.177,2.2,-0.1,2.1,0.9
314,C.J. Miles,SG,32,WAS,10,0,16.1,1.9,5.9,0.322,1.1,3.5,0.314,0.8,2.4,0.333,0.415,1.5,2,0.75,0.4,0.8,1.2,1.2,1,0.4,0.4,1.4,6.4,161,11.3,0.472,0.593,0.339,2.6,5.6,4,9.7,2.9,2.1,5.6,18.5,0,0.1,0.1,0.03,-0.7,-1.9,-2.6,0
315,Malcolm Miller,SF,26,TOR,20,1,5.5,0.3,1,0.316,0.3,0.8,0.333,0.1,0.2,0.25,0.447,0.1,0.3,0.167,0.1,0.7,0.7,0.4,0.2,0.1,0.2,0.5,0.9,110,5.1,0.416,0.789,0.316,1,12,6.6,9.6,1.7,1.7,12.2,9.6,-0.1,0.2,0.1,0.042,-4.2,1.4,-2.8,0
316,Patty Mills,PG,31,SAS,35,1,23.2,4,9,0.443,2.3,5.5,0.418,1.7,3.4,0.483,0.572,1.4,1.8,0.79,0.3,1.3,1.6,2.1,0.8,0.1,1,1.5,11.7,811,15.1,0.598,0.618,0.197,1.3,5.8,3.6,12.6,1.7,0.5,9.1,19.8,1.4,0.3,1.7,0.098,2.7,-2.9,-0.2,0.4
317,Paul Millsap,PF,34,DEN,32,32,24.9,4.1,8.8,0.468,1,2.3,0.413,3.2,6.5,0.488,0.523,2.7,3,0.885,2,3.8,5.8,1.4,0.9,0.7,1.3,2.8,11.9,798,17.3,0.586,0.266,0.34,8.7,17,12.8,8.2,1.7,2.5,11.5,19.8,1.5,1.1,2.6,0.157,0.5,0.7,1.2,0.7
318,Shake Milton,SG,23,PHI,11,0,9,1.4,3.7,0.366,0.5,2,0.227,0.9,1.7,0.526,0.427,0.9,1.2,0.769,0.2,1.2,1.4,0.7,0.1,0.1,1.2,1.4,4.1,99,4.2,0.482,0.537,0.317,2.3,14.4,8.4,11.5,0.5,0.8,21.8,25.9,-0.3,0.1,-0.2,-0.075,-6.4,-2.9,-9.3,-0.2
319,Donovan Mitchell,SG,23,UTA,36,36,35,9.3,20.2,0.462,2.2,6.2,0.36,7.1,14,0.507,0.517,4.1,4.9,0.84,0.8,3.8,4.5,4.4,1.1,0.3,2.5,2.4,25,1261,20.3,0.559,0.305,0.241,2.4,11,6.9,22.9,1.5,0.7,10,31,2.2,1.5,3.7,0.139,2.7,-0.7,2,1.3
320,Naz Mitrou-Long,SG,26,IND,3,0,14.3,2,5.3,0.375,0.7,3.7,0.182,1.3,1.7,0.8,0.438,0,0,,0,2,2,2.3,0.3,0.3,0.7,0.3,4.7,43,10.3,0.438,0.688,0,0,15.2,7.6,22.4,1.1,2,11.1,18.3,0,0.1,0,0.024,-2.5,-0.8,-3.3,0
321,Adam Mokoka,G,21,CHI,2,0,3,0,2.5,0,0,1,0,0,1.5,0,0,0,0,,1,0,1,0,0,0,0,0,0,6,-19.9,0,0.4,0,34,0,17.7,0,0,0,0,35.3,-0.1,0,-0.1,-0.687,-21.2,-13.4,-34.6,0
322,Malik Monk,SG,21,CHO,38,0,19.8,3.3,7.8,0.426,0.9,3.6,0.263,2.4,4.2,0.565,0.487,1.1,1.3,0.82,0.4,2.3,2.7,1.9,0.5,0.2,1.3,1.4,8.7,754,11.5,0.517,0.46,0.168,2.2,13.1,7.4,16,1.2,1,13,21.3,0,0.3,0.3,0.016,-1.9,-2.3,-4.1,-0.4
323,E'Twaun Moore,SG,30,NOP,25,3,20.8,4,9.3,0.425,1.5,3.8,0.4,2.4,5.5,0.442,0.506,0.7,1.1,0.63,0.7,2.4,3.2,1.6,0.6,0.1,0.6,1.7,10.1,519,13.2,0.517,0.408,0.116,3.5,12.8,8,11.9,1.3,0.5,5.8,20.7,0.4,0.2,0.6,0.059,-0.5,-2.4,-3,-0.1
324,Ja Morant,PG,20,MEM,32,32,29.4,6.6,13.7,0.485,0.9,2.3,0.397,5.7,11.4,0.503,0.518,3.7,4.6,0.797,0.6,2.6,3.2,6.6,1,0.3,3.3,1.8,17.8,940,18.1,0.569,0.167,0.339,2.2,9.4,5.8,34.1,1.5,0.8,17.4,27,1.2,0.4,1.6,0.079,0.7,-2.3,-1.5,0.1
325,Juwan Morgan,PF,22,UTA,5,0,3.2,0,0.2,0,0,0.2,0,0,0,,0,0,0,,0,0.6,0.6,0.2,0,0.2,0.2,0.4,0,16,-1,0,1,0,0,19.2,10,7.7,0,5.2,50,5.5,0,0,0,-0.055,-9.2,4.5,-4.7,0
326,Marcus Morris,SF,30,NYK,33,33,31.7,6.2,14.2,0.438,2.7,5.8,0.469,3.5,8.4,0.417,0.534,3.8,4.6,0.83,1.2,4.4,5.5,1.5,0.8,0.5,1.6,3,19.1,1047,17.4,0.585,0.409,0.326,3.6,14.9,9.1,7.9,1.3,1.4,9.1,23.9,1.9,0.5,2.5,0.114,1.9,-2,-0.1,0.5
327,Markieff Morris,PF,30,DET,31,15,22.5,4,8.5,0.47,1.7,4.2,0.411,2.3,4.4,0.526,0.57,1.1,1.5,0.745,0.5,3.4,3.9,1.7,0.6,0.2,1.7,2.3,10.8,698,13,0.59,0.489,0.178,2.7,16.8,9.8,11.5,1.3,0.8,15.7,20.9,0.3,0.4,0.8,0.052,-0.4,-1.4,-1.8,0
328,Monte Morris,PG,24,DEN,36,0,17.6,2.9,6.6,0.445,0.6,1.5,0.415,2.3,5.1,0.454,0.492,0.8,1,0.778,0.3,1.3,1.6,3.2,0.7,0.2,0.6,0.8,7.3,635,15.9,0.516,0.223,0.151,1.7,8.4,5,26.3,1.9,1.1,7.6,18.7,1,0.7,1.7,0.126,-0.3,-1.3,-1.7,0.1
329,Johnathan Motley,PF,24,LAC,7,0,2.4,0.4,0.7,0.6,0.1,0.1,1,0.3,0.6,0.5,0.7,0.3,0.3,1,0.1,0.1,0.3,0.7,0.4,0,0.6,0.7,1.3,17,21.6,0.765,0.2,0.4,6.2,6,6.1,42.7,8.2,0,40.5,23.8,0,0,0.1,0.202,1.5,2.8,4.3,0
330,Emmanuel Mudiay,PG,23,UTA,33,0,16.6,2.9,6.1,0.475,0.5,1.4,0.34,2.4,4.7,0.516,0.515,1.1,1.4,0.766,0.3,2.3,2.6,2.3,0.3,0.2,1.5,1.5,7.4,547,12.6,0.548,0.233,0.233,2.3,14,8.4,22.1,1,1.1,18.6,21.9,0.1,0.7,0.7,0.064,-2.2,0,-2.3,0
331,Dejounte Murray,PG,23,SAS,31,23,23.8,4.3,8.7,0.487,0.5,1.4,0.349,3.8,7.4,0.513,0.515,1.5,1.9,0.793,1.2,4.6,5.8,4.1,1.7,0.3,2.2,2.4,10.5,738,17.9,0.548,0.159,0.214,5.3,20.3,12.9,24.8,3.5,1,18.7,21.2,0.5,1,1.5,0.097,0.1,2.3,2.4,0.8
332,Jamal Murray,PG,22,DEN,36,36,32.2,6.6,15,0.44,1.7,5.1,0.335,4.9,9.9,0.493,0.496,3,3.3,0.915,0.8,3.3,4.2,4.8,1.4,0.3,2.2,1.8,17.8,1160,17.6,0.544,0.338,0.217,2.8,11.5,7.1,22.8,2.1,0.9,11.7,24.9,1.6,1.3,2.9,0.12,1.5,-0.3,1.2,0.9
333,Džanan Musa,SF,20,BRK,26,0,13.1,1.5,4.3,0.354,0.4,2,0.208,1.1,2.3,0.483,0.403,1,1.3,0.771,0.4,1.6,2,1,0.4,0,0.9,0.7,4.5,340,7.4,0.46,0.469,0.31,3.1,11.9,7.6,11.4,1.4,0.2,15.7,18.6,-0.4,0.3,-0.1,-0.008,-4.9,-1.1,-6,-0.3
334,Mike Muscala,C,28,OKC,23,0,10.3,1,3.4,0.304,0.7,2.6,0.254,0.4,0.9,0.45,0.399,0.5,0.5,0.917,0.4,1.8,2.2,0.7,0.2,0.1,0.3,1.1,3.2,238,8.3,0.439,0.747,0.152,4.3,18.4,11.5,9.4,1,1,6.6,16.7,-0.1,0.3,0.2,0.039,-2.2,-1.2,-3.4,-0.1
335,Sviatoslav Mykhailiuk,SF,22,DET,33,9,19.4,2.4,5.9,0.403,1.8,4.3,0.43,0.5,1.6,0.333,0.559,0.6,0.7,0.792,0.2,1.2,1.4,1.5,0.6,0.1,1,1.3,7.2,639,9.9,0.576,0.724,0.122,1.4,6.6,4,11.4,1.5,0.3,14.1,16.2,0.3,0.2,0.5,0.04,0,-2.4,-2.4,-0.1
336,Abdel Nader,SF,26,OKC,29,5,16.8,2.3,4.8,0.471,1,2.5,0.384,1.3,2.3,0.567,0.571,0.9,1.1,0.788,0.3,1.3,1.6,0.7,0.4,0.3,0.9,1.4,6.4,487,10.6,0.602,0.521,0.236,1.8,8.4,5.2,5.7,1.1,1.7,14.4,16.3,0.3,0.4,0.7,0.067,-1.3,-1,-2.3,0
337,Larry Nance,C,27,CLE,31,5,24.3,3.1,6.4,0.492,0.9,2.8,0.337,2.2,3.6,0.613,0.566,0.8,1.3,0.667,1.6,5.4,7,1.5,0.8,0.5,1,1.5,8,754,15,0.581,0.437,0.198,7.4,24.2,15.8,9.1,1.6,1.7,12.3,13.9,1,0.5,1.6,0.099,0.1,0.7,0.8,0.5
338,Shabazz Napier,PG,28,MIN,23,9,21.4,3.3,8.3,0.395,1.3,4.6,0.274,2,3.7,0.548,0.471,1.9,2.3,0.827,0.3,2.2,2.4,4.2,1.2,0.3,2,1.5,9.7,493,14.3,0.521,0.558,0.274,1.2,10.7,5.9,29.5,2.6,1,17.4,21.6,0.2,0.5,0.7,0.066,-0.4,-1,-1.4,0.1
339,Raul Neto,PG,27,PHI,30,2,11.2,1.6,3.3,0.49,0.5,1.3,0.421,1.1,2,0.533,0.571,0.2,0.3,0.75,0.2,0.9,1,1.5,0.5,0.1,0.9,0.7,3.9,335,11.3,0.581,0.388,0.082,1.7,8.5,5.2,18.5,2,0.5,20.4,16.3,0.1,0.4,0.5,0.072,-2.1,-1,-3.1,-0.1
340,Georges Niang,PF,26,UTA,30,0,12.4,1.8,3.8,0.478,1.2,2.6,0.462,0.6,1.2,0.514,0.635,0.2,0.3,0.7,0.2,1.6,1.8,0.4,0.2,0.1,0.4,1.3,5.1,373,11.7,0.641,0.678,0.087,1.8,13.4,7.9,5.2,0.6,0.7,9.8,15.5,0.5,0.4,0.9,0.115,0.5,-1.4,-0.9,0.1
341,Nerlens Noel,C,25,OKC,34,3,18.4,3,4.5,0.66,0,0,,3,4.5,0.66,0.66,1.7,2.1,0.808,1.7,3.4,5.1,1.2,1.1,1.5,1,2.5,7.7,625,23.1,0.705,0,0.477,10.3,19.9,15.2,10.3,2.8,6.9,15.9,15.5,1.9,1.3,3.2,0.245,1.4,5.5,7,1.4
342,Zach Norvell,SG,22,LAL,2,0,2.5,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,0.5,0.5,0,0,0,0,0,0,5,-5.6,0,0,0,0,21.4,11,0,0,0,0,8.5,0,0,0,-0.151,-14.4,-2.8,-17.2,0
343,Jaylen Nowell,SG,20,MIN,7,0,11.6,1.6,4.4,0.355,0.3,2.4,0.118,1.3,2,0.643,0.387,1,1.1,0.875,0.3,0.4,0.7,0.9,0,0.1,0.4,0.4,4.4,81,7.4,0.449,0.548,0.258,2.5,3.9,3.2,11,0,1,8,19.1,0,0,0,-0.016,-3.9,-4.4,-8.2,-0.1
344,Frank Ntilikina,PG,21,NYK,35,24,22.3,2.2,5.6,0.39,0.8,2.5,0.33,1.3,3.1,0.439,0.464,0.8,0.9,0.844,0.4,1.7,2.1,3.1,1.1,0.4,1.3,2.7,5.9,781,9.4,0.497,0.451,0.164,1.7,8.4,4.9,20,2.3,1.6,17.7,13.7,0.1,0.5,0.5,0.034,-2.1,-0.2,-2.3,-0.1
345,Kendrick Nunn,SG,24,MIA,36,36,30.6,6.1,13.9,0.438,2,5.9,0.34,4.1,8.1,0.51,0.51,1.2,1.5,0.8,0.3,2.6,2.8,3.7,0.9,0.2,1.8,2.4,15.4,1101,13,0.528,0.422,0.11,1.1,8.9,5.2,20,1.5,0.6,11.1,23.5,0.5,1.1,1.5,0.067,-0.5,-1.7,-2.2,-0.1
346,David Nwaba,SF,27,BRK,20,0,13.4,1.9,3.6,0.521,0.6,1.4,0.429,1.3,2.2,0.581,0.606,0.9,1.4,0.667,0.4,1.9,2.3,0.4,0.6,0.6,0.4,1.6,5.2,268,14.2,0.627,0.394,0.38,3.1,13.6,8.5,4.4,1.9,3.7,8.8,14.1,0.4,0.4,0.8,0.143,-1.7,1.5,-0.2,0.1
347,Royce O'Neale,PF,26,UTA,36,33,29.4,2.3,4.9,0.469,1.3,3.1,0.436,0.9,1.8,0.523,0.606,0.4,0.5,0.778,0.2,4.7,4.9,2.5,0.8,0.3,0.9,2.9,6.3,1060,9,0.618,0.629,0.103,0.6,16.3,8.8,11.4,1.4,0.8,14.5,8.8,1,1.4,2.4,0.11,-0.2,2.4,2.2,1.1
348,Kyle O'Quinn,C,29,PHI,19,1,10.3,1.4,2.8,0.491,0.3,0.9,0.333,1.1,1.8,0.571,0.547,0.2,0.4,0.375,1.2,2.6,3.7,1.5,0.1,0.8,0.9,1.3,3.2,195,15.7,0.54,0.34,0.151,12.8,27.5,20.3,19.9,0.5,6.4,23.1,16.2,0.1,0.4,0.5,0.121,-1.7,4.1,2.3,0.2
349,Semi Ojeleye,PF,25,BOS,32,4,14.6,0.9,2.3,0.384,0.5,1.4,0.37,0.3,0.8,0.407,0.5,0.2,0.3,0.7,0.3,1.5,1.8,0.5,0.4,0.1,0.2,1.2,2.5,466,5.9,0.517,0.63,0.137,2.3,10.7,6.5,4.1,1.2,0.4,7.2,7.6,0.2,0.6,0.8,0.079,-2.3,0.4,-1.9,0
350,Jahlil Okafor,C,24,NOP,21,8,16.4,3.1,5.1,0.611,0,0.1,0.5,3.1,5,0.613,0.616,1.4,2.2,0.638,1.6,2.8,4.4,1.4,0.2,0.7,1.5,2.6,7.8,344,16.7,0.633,0.019,0.435,10.1,18.7,14.3,12.7,0.7,3.8,19.4,19.2,0.5,0.2,0.8,0.108,-1.3,0.6,-0.7,0.1
351,Elie Okobo,PG,22,PHO,28,1,11.3,1.6,3.7,0.442,0.6,1.5,0.415,1,2.3,0.46,0.524,1,1.6,0.644,0.2,0.9,1.1,2.1,0.4,0.1,0.5,0.8,4.9,317,15.9,0.557,0.394,0.433,2,9.3,5.5,26.6,1.8,0.8,9.5,18.2,0.6,0.2,0.8,0.127,0.4,-2.2,-1.8,0
352,Josh Okogie,SG,21,MIN,34,12,23.6,2.4,6.2,0.377,0.6,2.6,0.253,1.7,3.7,0.464,0.429,2.2,2.9,0.768,1.3,3.2,4.4,1.4,0.9,0.4,1.5,2.1,7.6,803,9.7,0.505,0.41,0.467,5.4,14.2,9.7,8.4,1.8,1.4,16.6,15.7,-0.1,0.8,0.7,0.04,-3.1,0.6,-2.5,-0.1
353,KZ Okpala,SF,20,MIA,3,0,1,0,0,,0,0,,0,0,,,0,0,,0,0.3,0.3,0,0,0,0.3,0,0,3,-13.5,,,,0,35.4,18.6,0,0,0,100,14.5,0,0,0,-0.401,-23.2,-1.2,-24.4,0
354,Kelly Olynyk,C,28,MIA,35,0,20.1,2.5,5.6,0.447,1.4,3.4,0.415,1.1,2.3,0.494,0.571,1.3,1.5,0.882,0.8,3.7,4.5,1.2,0.7,0.3,1.1,2.6,7.7,703,12.8,0.615,0.599,0.259,4.7,19.8,12.6,8.8,1.7,1.4,15.4,16.1,0.8,1,1.8,0.124,-0.2,0.5,0.3,0.4
355,Miye Oni,SG,22,UTA,3,0,2.7,0,0,,0,0,,0,0,,,0,0,,0,0.3,0.3,0,0,0,0.3,0,0,8,-5,,,,0,12.8,6.7,0,0,0,100,5.5,0,0,0,-0.135,-11.8,0.7,-11.1,0
